experiment,boundary,control,replicate,mode_count,requested_mode_count,mode_indices,suppression_fraction,centering,positions,activation_delta_rms,calibration_activation_delta_rms,hard_nll,delta_hard_nll,answer_accuracy,answer_accuracy_drop,paired_context_accuracy,paired_accuracy_drop,mean_correct_probability,correct_probability_drop,mean_kl_base_to_intervened,logit_margin_drop
single_mode,layer.0.output,single,,1,,[1],1.0,position,null,0.2316630780696869,,0.06235804408788681,0.013975631445646286,1.0,0.0,1.0,0.0,0.9405099749565125,0.012297987937927246,0.009353562258183956,0.3214282989501953
single_mode,layer.0.output,single,,1,,[2],1.0,position,null,0.3008141815662384,,0.12738336622714996,0.07900095358490944,0.987261176109314,0.012738823890686035,0.9745222926139832,0.025477707386016846,0.8907371759414673,0.06207078695297241,0.05886656790971756,1.187497854232788
single_mode,layer.0.output,single,,1,,[3],1.0,position,null,0.21339726448059082,,0.10321331769227982,0.05483090505003929,0.9888535141944885,0.011146485805511475,0.977707028388977,0.02229297161102295,0.9099256992340088,0.04288226366043091,0.03900343179702759,0.9212603569030762
single_mode,layer.0.output,single,,1,,[4],1.0,position,null,0.3338383436203003,,0.23840466141700745,0.19002224877476692,0.941082775592804,0.058917224407196045,0.8821656107902527,0.11783438920974731,0.8353026509284973,0.11750531196594238,0.15657050907611847,1.6321086883544922
single_mode,layer.0.output,single,,1,,[5],1.0,position,null,0.3530384302139282,,0.10433370620012283,0.05595129355788231,0.9952229261398315,0.004777073860168457,0.9904458522796631,0.009554147720336914,0.9093217849731445,0.043486177921295166,0.041434112936258316,0.7792525291442871
single_mode,layer.0.output,single,,1,,[6],1.0,position,null,0.2526940405368805,,0.05930890887975693,0.010926496237516403,1.0,0.0,1.0,0.0,0.942721426486969,0.010086536407470703,0.005191373638808727,0.3025326728820801
single_mode,layer.0.output,single,,1,,[7],1.0,position,null,0.358334481716156,,0.09003602713346481,0.04165361449122429,0.9984076619148254,0.0015923380851745605,0.9968152642250061,0.0031847357749938965,0.9190028309822083,0.033805131912231445,0.030757563188672066,0.7184996604919434
single_mode,layer.0.output,single,,1,,[8],1.0,position,null,0.21451567113399506,,0.07349900901317596,0.02511659637093544,0.9984076619148254,0.0015923380851745605,0.9968152642250061,0.0031847357749938965,0.9344285130500793,0.01837944984436035,0.016754593700170517,0.3976631164550781
single_mode,layer.0.output,single,,1,,[9],1.0,position,null,0.13860975205898285,,0.05231647193431854,0.003934059292078018,1.0,0.0,1.0,0.0,0.9491124153137207,0.003695547580718994,0.001306268386542797,0.1338491439819336
single_mode,layer.0.output,single,,1,,[10],1.0,position,null,0.3123166561126709,,0.08187700808048248,0.03349459543824196,1.0,0.0,1.0,0.0,0.9241050481796265,0.028702914714813232,0.02049732208251953,0.6521987915039062
single_mode,layer.0.output,single,,1,,[11],1.0,position,null,0.2556340992450714,,0.05726982653141022,0.008887413889169693,1.0,0.0,1.0,0.0,0.9447235465049744,0.008084416389465332,0.004259254317730665,0.24090099334716797
single_mode,layer.0.output,single,,1,,[12],1.0,position,null,0.23465262353420258,,0.05139823630452156,0.0030158236622810364,1.0,0.0,1.0,0.0,0.9499892592430115,0.0028187036514282227,0.0011634116526693106,0.11636114120483398
single_mode,layer.0.output,single,,1,,[13],1.0,position,null,0.1682548075914383,,0.04905525594949722,0.0006728433072566986,1.0,0.0,1.0,0.0,0.9521758556365967,0.0006321072578430176,0.0005527751636691391,0.03394174575805664
single_mode,layer.0.output,single,,1,,[14],1.0,position,null,0.16757357120513916,,0.050555139780044556,0.0021727271378040314,1.0,0.0,1.0,0.0,0.9507470726966858,0.0020608901977539062,0.0005915492656640708,0.0866079330444336
single_mode,layer.0.output,single,,1,,[15],1.0,position,null,0.16243517398834229,,0.04915495961904526,0.0007725469768047333,1.0,0.0,1.0,0.0,0.9520792365074158,0.0007287263870239258,0.00017559618572704494,0.012956619262695312
single_mode,layer.0.output,single,,1,,[16],1.0,position,null,0.2561580538749695,,0.05269872397184372,0.004316311329603195,1.0,0.0,1.0,0.0,0.9487477540969849,0.004060208797454834,0.00130993511993438,0.14293146133422852
single_mode,layer.0.output,single,,1,,[17],1.0,position,null,0.12863433361053467,,0.048515938222408295,0.00013352558016777039,1.0,0.0,1.0,0.0,0.952681839466095,0.00012612342834472656,6.58261778880842e-05,0.00013875961303710938
single_mode,layer.0.output,single,,1,,[18],1.0,position,null,0.24201466143131256,,0.04948876425623894,0.001106351613998413,1.0,0.0,1.0,0.0,0.9517788290977478,0.0010291337966918945,0.00057494908105582,0.05333900451660156
single_mode,layer.0.output,single,,1,,[19],1.0,position,null,0.13745015859603882,,0.04874211549758911,0.00035970285534858704,1.0,0.0,1.0,0.0,0.9524676203727722,0.00034034252166748047,0.00011204522161278874,0.012137889862060547
single_mode,layer.0.output,single,,1,,[20],1.0,position,null,0.18903546035289764,,0.04826999828219414,-0.00011241436004638672,1.0,0.0,1.0,0.0,0.9529227614402771,-0.00011479854583740234,0.00021011699573136866,0.017176151275634766
single_mode,layer.0.output,single,,1,,[21],1.0,position,null,0.29084497690200806,,0.04798730090260506,-0.00039511173963546753,1.0,0.0,1.0,0.0,0.9531895518302917,-0.0003815889358520508,0.0001591718610143289,-0.008746147155761719
single_mode,layer.0.output,single,,1,,[22],1.0,position,null,0.14442063868045807,,0.048681266605854034,0.00029885396361351013,1.0,0.0,1.0,0.0,0.9525238871574402,0.0002840757369995117,3.611952342907898e-05,0.002407550811767578
single_mode,layer.0.output,single,,1,,[23],1.0,position,null,0.12883523106575012,,0.04861627519130707,0.00023386254906654358,1.0,0.0,1.0,0.0,0.9525861740112305,0.00022178888320922852,2.7596903237281367e-05,-0.00036334991455078125
single_mode,layer.0.output,single,,1,,[24],1.0,position,null,0.11224100738763809,,0.048344869166612625,-3.754347562789917e-05,1.0,0.0,1.0,0.0,0.9528446197509766,-3.6656856536865234e-05,1.9922410501749255e-05,-0.0017743110656738281
single_mode,layer.0.output,single,,1,,[25],1.0,position,null,0.1133759468793869,,0.04838832467794418,5.912035703659058e-06,1.0,0.0,1.0,0.0,0.9528025388717651,5.424022674560547e-06,1.667846845521126e-05,0.0029382705688476562
single_mode,layer.0.output,single,,1,,[26],1.0,position,null,0.10219410061836243,,0.04858553782105446,0.00020312517881393433,1.0,0.0,1.0,0.0,0.9526151418685913,0.00019282102584838867,1.1073891982960049e-05,0.0036725997924804688
single_mode,layer.0.output,single,,1,,[27],1.0,position,null,0.2049456685781479,,0.04842245206236839,4.003942012786865e-05,1.0,0.0,1.0,0.0,0.9527702331542969,3.7729740142822266e-05,2.962265170936007e-05,0.007346153259277344
single_mode,layer.0.output,single,,1,,[28],1.0,position,null,0.0896165519952774,,0.0485079288482666,0.00012551620602607727,1.0,0.0,1.0,0.0,0.9526886343955994,0.00011932849884033203,9.0568410087144e-06,0.0009174346923828125
single_mode,layer.0.output,single,,1,,[29],1.0,position,null,0.10189427435398102,,0.04847334697842598,9.093433618545532e-05,1.0,0.0,1.0,0.0,0.9527212977409363,8.666515350341797e-05,9.174847946269438e-06,0.001926422119140625
single_mode,layer.0.output,single,,1,,[30],1.0,position,null,0.09507108479738235,,0.04843929037451744,5.6877732276916504e-05,1.0,0.0,1.0,0.0,0.9527537226676941,5.424022674560547e-05,4.776783043780597e-06,0.0038366317749023438
single_mode,layer.0.output,single,,1,,[31],1.0,position,null,0.12806114554405212,,0.048382408916950226,-3.725290298461914e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,-1.3623736583312507e-09,0.0
single_mode,layer.1.output,single,,1,,[0],1.0,position,null,0.2676087021827698,,0.05090012028813362,0.002517707645893097,1.0,0.0,1.0,0.0,0.9505218863487244,0.002286076545715332,0.0018906337209045887,0.02529287338256836
single_mode,layer.1.output,single,,1,,[1],1.0,position,null,0.5893789529800415,,0.09952805936336517,0.05114564672112465,1.0,0.0,1.0,0.0,0.9096378684043884,0.04317009449005127,0.03313366323709488,0.6085433959960938
single_mode,layer.1.output,single,,1,,[2],1.0,position,null,0.4917830526828766,,0.08475948870182037,0.03637707605957985,1.0,0.0,1.0,0.0,0.9205918908119202,0.03221607208251953,0.020977454259991646,0.6197652816772461
single_mode,layer.1.output,single,,1,,[3],1.0,position,null,0.6165940165519714,,0.08889982849359512,0.0405174158513546,1.0,0.0,1.0,0.0,0.9167574644088745,0.036050498485565186,0.021934228017926216,0.6861147880554199
single_mode,layer.1.output,single,,1,,[4],1.0,position,null,0.5375996232032776,,0.08111166208982468,0.03272924944758415,1.0,0.0,1.0,0.0,0.9233815670013428,0.029426395893096924,0.01624530926346779,0.5646986961364746
single_mode,layer.1.output,single,,1,,[5],1.0,position,null,0.6890562176704407,,0.0750105157494545,0.026628103107213974,1.0,0.0,1.0,0.0,0.9302573204040527,0.022550642490386963,0.017787741497159004,0.29820919036865234
single_mode,layer.1.output,single,,1,,[6],1.0,position,null,0.6273809671401978,,0.06830848753452301,0.019926074892282486,1.0,0.0,1.0,0.0,0.9345152974128723,0.018292665481567383,0.009448932483792305,0.42592477798461914
single_mode,layer.1.output,single,,1,,[7],1.0,position,null,0.5944969058036804,,0.06563249230384827,0.017250079661607742,1.0,0.0,1.0,0.0,0.9367473721504211,0.016060590744018555,0.006552050821483135,0.4326772689819336
single_mode,layer.1.output,single,,1,,[8],1.0,position,null,0.8326976895332336,,0.10633674263954163,0.0579543299973011,1.0,0.0,1.0,0.0,0.9033592939376831,0.04944866895675659,0.03664691001176834,0.8133640289306641
single_mode,layer.1.output,single,,1,,[9],1.0,position,null,0.7457345128059387,,0.06606036424636841,0.017677951604127884,1.0,0.0,1.0,0.0,0.9364209175109863,0.01638704538345337,0.006701895501464605,0.346221923828125
single_mode,layer.1.output,single,,1,,[10],1.0,position,null,0.5085172057151794,,0.05397453531622887,0.005592122673988342,1.0,0.0,1.0,0.0,0.9475536942481995,0.005254268646240234,0.001935006701387465,0.1365680694580078
single_mode,layer.1.output,single,,1,,[11],1.0,position,null,0.4966701567173004,,0.05270838364958763,0.004325971007347107,1.0,0.0,1.0,0.0,0.9487287402153015,0.004079222679138184,0.0012373222270980477,0.1320943832397461
single_mode,layer.1.output,single,,1,,[12],1.0,position,null,0.44253337383270264,,0.050930656492710114,0.0025482438504695892,1.0,0.0,1.0,0.0,0.9503967761993408,0.002411186695098877,0.0004957296187058091,0.07300758361816406
single_mode,layer.1.output,single,,1,,[13],1.0,position,null,0.26362162828445435,,0.05017109215259552,0.0017886795103549957,1.0,0.0,1.0,0.0,0.9511110186576843,0.001696944236755371,0.0002980305871460587,0.06560420989990234
single_mode,layer.1.output,single,,1,,[14],1.0,position,null,0.38338422775268555,,0.05093111842870712,0.0025487057864665985,1.0,0.0,1.0,0.0,0.9503952264785767,0.002412736415863037,0.0004586342547554523,0.049999237060546875
single_mode,layer.1.output,single,,1,,[15],1.0,position,null,0.31863442063331604,,0.04953412711620331,0.0011517144739627838,1.0,0.0,1.0,0.0,0.9517196416854858,0.0010883212089538574,0.00022859878663439304,0.025261878967285156
single_mode,layer.1.output,single,,1,,[16],1.0,position,null,0.32429879903793335,,0.049401964992284775,0.0010195523500442505,1.0,0.0,1.0,0.0,0.9518404603004456,0.0009675025939941406,0.0001542006357340142,0.03066253662109375
single_mode,layer.1.output,single,,1,,[17],1.0,position,null,0.24343910813331604,,0.04881773889064789,0.0004353262484073639,1.0,0.0,1.0,0.0,0.9523939490318298,0.0004140138626098633,4.9476024287287146e-05,0.01362752914428711
single_mode,layer.1.output,single,,1,,[18],1.0,position,null,0.3087843954563141,,0.04932763800024986,0.0009452253580093384,1.0,0.0,1.0,0.0,0.9519103169441223,0.0008976459503173828,0.00010999730147887021,0.020027637481689453
single_mode,layer.1.output,single,,1,,[19],1.0,position,null,0.2602289021015167,,0.04835689812898636,-2.551451325416565e-05,1.0,0.0,1.0,0.0,0.952832043170929,-2.4080276489257812e-05,3.37497222062666e-05,-6.532669067382812e-05
single_mode,layer.1.output,single,,1,,[20],1.0,position,null,0.24992668628692627,,0.048296354711055756,-8.605793118476868e-05,1.0,0.0,1.0,0.0,0.9528902173042297,-8.225440979003906e-05,1.5780944522703066e-05,0.0010747909545898438
single_mode,layer.1.output,single,,1,,[21],1.0,position,null,0.16491666436195374,,0.04853830486536026,0.00015589222311973572,1.0,0.0,1.0,0.0,0.9526602625846863,0.00014770030975341797,3.987459058407694e-05,0.006392955780029297
single_mode,layer.1.output,single,,1,,[22],1.0,position,null,0.22550423443317413,,0.04850286617875099,0.00012045353651046753,1.0,0.0,1.0,0.0,0.9526935815811157,0.00011438131332397461,2.5737170290085487e-05,0.004540443420410156
single_mode,layer.1.output,single,,1,,[23],1.0,position,null,0.20322395861148834,,0.04867076501250267,0.000288352370262146,1.0,0.0,1.0,0.0,0.9525339603424072,0.0002740025520324707,3.640640352386981e-05,0.010188102722167969
single_mode,layer.1.output,single,,1,,[24],1.0,position,null,0.19592444598674774,,0.04849529638886452,0.00011288374662399292,1.0,0.0,1.0,0.0,0.9527010321617126,0.00010693073272705078,2.515946835046634e-05,0.007904052734375
single_mode,layer.1.output,single,,1,,[25],1.0,position,null,0.17038342356681824,,0.04841294139623642,3.0528753995895386e-05,1.0,0.0,1.0,0.0,0.952778697013855,2.9265880584716797e-05,6.398184723366285e-06,0.0014863014221191406
single_mode,layer.1.output,single,,1,,[26],1.0,position,null,0.20626020431518555,,0.04854638874530792,0.00016397610306739807,1.0,0.0,1.0,0.0,0.952652096748352,0.00015586614608764648,7.890638698881958e-06,0.005000591278076172
single_mode,layer.1.output,single,,1,,[27],1.0,position,null,0.1504003256559372,,0.048513807356357574,0.00013139471411705017,1.0,0.0,1.0,0.0,0.9526833891868591,0.0001245737075805664,2.7303758542984724e-05,0.0027570724487304688
single_mode,layer.1.output,single,,1,,[28],1.0,position,null,0.17918242514133453,,0.04867645725607872,0.0002940446138381958,1.0,0.0,1.0,0.0,0.95252925157547,0.00027871131896972656,2.007936200243421e-05,0.00976419448852539
single_mode,layer.1.output,single,,1,,[29],1.0,position,null,0.18726815283298492,,0.04838934540748596,6.932765245437622e-06,1.0,0.0,1.0,0.0,0.9528014659881592,6.496906280517578e-06,1.8115432567356038e-06,0.0005283355712890625
single_mode,layer.1.output,single,,1,,[30],1.0,position,null,0.21012252569198608,,0.048455607146024704,7.319450378417969e-05,1.0,0.0,1.0,0.0,0.9527384042739868,6.955862045288086e-05,3.791412609643885e-06,0.0020704269409179688
single_mode,layer.1.output,single,,1,,[31],1.0,position,null,0.16913031041622162,,0.048382408916950226,-3.725290298461914e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,-4.1928974181537626e-10,0.0
single_mode,final_norm,single,,1,,[0],1.0,position,null,0.24133463203907013,,0.28064313530921936,0.23226072266697884,0.9697452187538147,0.030254781246185303,0.9394904375076294,0.060509562492370605,0.8533613681793213,0.09944659471511841,0.2022910714149475,0.8718380928039551
single_mode,final_norm,single,,1,,[1],1.0,position,null,0.16598866879940033,,0.08263763040304184,0.034255217760801315,1.0,0.0,1.0,0.0,0.9236178994178772,0.0291900634765625,0.023567428812384605,0.3901195526123047
single_mode,final_norm,single,,1,,[2],1.0,position,null,0.25634127855300903,,0.17379514873027802,0.1254127360880375,0.987261176109314,0.012738823890686035,0.9745222926139832,0.025477707386016846,0.8673681020736694,0.08543986082077026,0.09659938514232635,0.8810305595397949
single_mode,final_norm,single,,1,,[3],1.0,position,null,0.30152788758277893,,0.21289914846420288,0.16451673582196236,1.0,0.0,1.0,0.0,0.8480004668235779,0.10480749607086182,0.12823109328746796,1.213383436203003
single_mode,final_norm,single,,1,,[4],1.0,position,null,0.296173632144928,,0.2745453119277954,0.22616289928555489,0.9888535141944885,0.011146485805511475,0.977707028388977,0.02229297161102295,0.8134323358535767,0.13937562704086304,0.18940846621990204,1.2279303073883057
single_mode,final_norm,single,,1,,[5],1.0,position,null,0.3856501877307892,,0.1751510500907898,0.12676863744854927,1.0,0.0,1.0,0.0,0.8463336825370789,0.10647428035736084,0.08238427340984344,1.507688283920288
single_mode,final_norm,single,,1,,[6],1.0,position,null,0.30848950147628784,,0.20585420727729797,0.15747179463505745,0.9968152642250061,0.0031847357749938965,0.993630588054657,0.006369411945343018,0.8381370902061462,0.11467087268829346,0.119148850440979,1.1852648258209229
single_mode,final_norm,single,,1,,[7],1.0,position,null,0.29236242175102234,,0.2333090454339981,0.18492663279175758,1.0,0.0,1.0,0.0,0.8218317627906799,0.13097620010375977,0.14886082708835602,1.2444899082183838
single_mode,final_norm,single,,1,,[8],1.0,position,null,0.0865379050374031,,0.04840388149023056,2.146884799003601e-05,1.0,0.0,1.0,0.0,0.952787458896637,2.0503997802734375e-05,6.590023986063898e-05,-0.002331256866455078
single_mode,final_norm,single,,1,,[9],1.0,position,null,0.07448685169219971,,0.04838879778981209,6.385147571563721e-06,1.0,0.0,1.0,0.0,0.9528018236160278,6.139278411865234e-06,4.4064203393645585e-05,0.002117156982421875
single_mode,final_norm,single,,1,,[10],1.0,position,null,0.0955742597579956,,0.048407454043626785,2.5041401386260986e-05,1.0,0.0,1.0,0.0,0.9527840614318848,2.390146255493164e-05,5.880448588868603e-05,0.004286766052246094
single_mode,final_norm,single,,1,,[11],1.0,position,null,0.07622320204973221,,0.048386476933956146,4.064291715621948e-06,1.0,0.0,1.0,0.0,0.9528040885925293,3.874301910400391e-06,3.621204450610094e-05,0.0006213188171386719
single_mode,final_norm,single,,1,,[12],1.0,position,null,0.08208224177360535,,0.0484173484146595,3.493577241897583e-05,1.0,0.0,1.0,0.0,0.9527746438980103,3.331899642944336e-05,6.812033825553954e-05,0.0017886161804199219
single_mode,final_norm,single,,1,,[13],1.0,position,null,0.08014342188835144,,0.04839687794446945,1.4465302228927612e-05,1.0,0.0,1.0,0.0,0.952794075012207,1.3887882232666016e-05,3.813130751950666e-05,0.000240325927734375
single_mode,final_norm,single,,1,,[14],1.0,position,null,0.06226801499724388,,0.048383668065071106,1.255422830581665e-06,1.0,0.0,1.0,0.0,0.952806830406189,1.1324882507324219e-06,1.8804241335601546e-05,-0.00030231475830078125
single_mode,final_norm,single,,1,,[15],1.0,position,null,0.07343082875013351,,0.04839722439646721,1.481175422668457e-05,1.0,0.0,1.0,0.0,0.9527937769889832,1.4185905456542969e-05,2.4555414711358026e-05,-0.0004086494445800781
single_mode,final_norm,single,,1,,[16],1.0,position,null,0.07890953868627548,,0.0483885183930397,6.105750799179077e-06,1.0,0.0,1.0,0.0,0.9528021216392517,5.841255187988281e-06,1.5190419617283624e-05,0.0028548240661621094
single_mode,final_norm,single,,1,,[17],1.0,position,null,0.08777838200330734,,0.048386622220277786,4.209578037261963e-06,1.0,0.0,1.0,0.0,0.952803909778595,4.0531158447265625e-06,9.082828000828158e-06,-8.7738037109375e-05
single_mode,final_norm,single,,1,,[18],1.0,position,null,0.07657480239868164,,0.04838240519165993,-7.450580596923828e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,-6.022828902274568e-10,0.0
single_mode,final_norm,single,,1,,[19],1.0,position,null,0.09276379644870758,,0.04838240519165993,-7.450580596923828e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,-3.2085119006097784e-09,0.0
single_mode,final_norm,single,,1,,[20],1.0,position,null,0.0733351856470108,,0.048382408916950226,-3.725290298461914e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,-4.587928370547445e-10,0.0
single_mode,final_norm,single,,1,,[21],1.0,position,null,0.10182645171880722,,0.04838240519165993,-7.450580596923828e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,-2.641269425396331e-09,0.0
single_mode,final_norm,single,,1,,[22],1.0,position,null,0.09086033701896667,,0.048382408916950226,-3.725290298461914e-09,1.0,0.0,1.0,0.0,0.9528079628944397,0.0,1.599833876486656e-10,0.0
